Outlet_ID,Brand,Outlet_Name,City,State,PIN_Code,Outlet_Format,Primary_Category,Opening_Date,Monthly_Orders,Monthly_Sales_INR,Avg_Order_Value_INR,Customer_Rating,Staff_Count,Delivery_Partners,Monthly_Rent_INR,Preferred_Payment,Service_Mode,Outlet_Status,Ownership_Type
OUT12629,Wendy'S,Wendy's - Bengaluru 21,Bengaluru,Karnataka,560001.0,Standalone,Donuts,2025-08-29,182.0,7183.25,39.47,3.9,6.0,9.0,108245.58,Card,Drive-thru,Open,Franchise
OUT12630,Starbucks,Starbucks - Srinagar 16,Srinagar,Jammu And Kashmir,799001.0,High Street,Burger,2023-08-24,16.0,24421.08,1526.32,3.0,13.0,25.0,102736.12,Wallet,Delivery,Open,Company Owned
OUT12631,Burger King,Burger King - Shimla 23,Shimla,Himachal Pradesh,396210.0,Drive-Thru,Pizza,2025-05-01,87.0,13137.46,151.01,3.9,28.0,27.0,87148.54,Cash,Dine-in,Open,Company Owned
OUT12632,Subway,Subway - Thiruvananthapuram 8,Thiruvananthapuram,Kerala,560001.0,Food Court,Tacos,2023-05-15,190.0,20139.77,106.0,3.8,19.0,4.0,90498.25,UPI,Delivery,Open,Company Owned
OUT12633,Pizza Hut,Pizza Hut - Imphal 36,Imphal,Manipur,797001.0,Drive-Thru,Fried Chicken,2024-02-01,207.0,23079.28,111.49,3.6,20.0,34.0,73319.96,Wallet,Dine-in,Renovation,Company Owned
OUT12634,Pizza Hut,Pizza Hut - Bhopal 4,Bhopal,Madhya Pradesh,744101.0,Drive-Thru,Sandwich,2025-02-18,75.0,12252.04,163.36,4.0,17.0,31.0,158229.84,Wallet,Drive-thru,Open,Franchise
OUT12635,Starbucks,Starbucks - Indore 14,Indore,Madhya Pradesh,744101.0,Drive-Thru,Fried Chicken,2023-03-15,147.0,24225.77,164.8,4.7,8.0,21.0,109577.23,Cash,Takeaway,Closed,Franchise
OUT12636,Starbucks,Starbucks - Mumbai 2,Mumbai,Maharashtra,422001.0,Food Court,Tacos,2025-05-14,112.0,21986.05,196.3,3.4,19.0,13.0,110722.27,Wallet,Takeaway,Open,Company Owned
OUT12637,Kfc,KFC - Kavaratti 5,Kavaratti,Lakshadweep,799001.0,Drive-Thru,Donuts,2024-01-01,179.0,14876.54,83.11,4.3,22.0,34.0,82990.96,Wallet,Dine-in,Open,Franchise
OUT12638,Domino'S,Domino's - Jammu 15,Jammu,Jammu And Kashmir,396210.0,Drive-Thru,Tacos,2023-01-29,151.0,11958.72,79.2,4.2,10.0,12.0,56102.69,Wallet,Dine-in,Closed,Company Owned
OUT12639,Wendy'S,Wendy's - Coimbatore 4,Coimbatore,Tamil Nadu,641001.0,Drive-Thru,Tacos,2024-08-12,197.0,27134.72,137.74,3.1,12.0,3.0,88560.1,Card,Dine-in,Open,Company Owned
OUT12640,Subway,Subway - Itanagar 8,Itanagar,Arunachal Pradesh,796001.0,Drive-Thru,Burger,2024-04-28,122.0,28118.88,230.48,2.4,22.0,7.0,79479.29,Wallet,Dine-in,Renovation,Company Owned
OUT12641,Dunkin',Dunkin' - Gangtok 23,Gangtok,Sikkim,799001.0,Mall,Burger,2023-08-15,85.0,16639.64,195.76,4.1,27.0,2.0,69681.02,Card,Dine-in,Open,Franchise
OUT12642,Domino'S,Domino's - Varanasi 31,Varanasi,Uttar Pradesh,201301.0,Drive-Thru,Sandwich,2023-10-14,147.0,10806.74,73.52,3.2,17.0,7.0,48739.4,Unknown,Dine-in,Open,Company Owned
OUT12643,Burger King,Burger King - Bengaluru 16,Bengaluru,Karnataka,570001.0,Mall,Fried Chicken,2023-09-23,117.0,22814.86,195.0,4.0,30.0,7.0,56986.18,Card,Takeaway,Open,Franchise
OUT12644,Subway,Subway - Visakhapatnam 13,Visakhapatnam,Andhra Pradesh,796001.0,Food Court,Tacos,2023-08-28,177.0,12602.78,71.2,3.5,18.0,18.0,167098.06,Cash,Drive-thru,Renovation,Franchise
OUT12645,Starbucks,Starbucks - Amritsar 15,Amritsar,Punjab,141001.0,Mall,Sandwich,2025-05-30,123.0,13457.52,109.41,4.0,5.0,10.0,12000.0,UPI,Takeaway,Open,Company Owned
OUT12646,Pizza Hut,Pizza Hut - Coimbatore 39,Coimbatore,Tamil Nadu,600001.0,Drive-Thru,Sandwich,2023-10-30,164.0,27369.42,166.89,3.3,19.0,17.0,72638.33,UPI,Takeaway,Open,Franchise
OUT12647,Kfc,KFC - Amritsar 35,Amritsar,Punjab,143001.0,Food Court,Coffee & Snacks,2023-12-22,209.0,17980.92,86.03,4.1,5.0,29.0,111737.87,Cash,Drive-thru,Open,Franchise
OUT12648,Pizza Hut,Pizza Hut - Bhopal 9,Bhopal,Madhya Pradesh,682001.0,Mall,Coffee & Snacks,2024-07-08,298.0,13098.85,43.96,4.6,8.0,23.0,134091.39,Cash,Delivery,Open,Franchise
OUT12649,Starbucks,Starbucks - Dehradun 34,Dehradun,Uttarakhand,462001.0,Mall,Sandwich,2023-03-03,243.0,35668.73,146.78,4.0,12.0,33.0,53627.41,UPI,Delivery,Closed,Franchise
OUT12650,Taco Bell,Taco Bell - Lucknow 9,Lucknow,Uttar Pradesh,201301.0,Food Court,Coffee & Snacks,2025-08-03,87.0,8123.64,93.38,3.4,16.0,5.0,71894.81,UPI,Dine-in,Open,Franchise
OUT12651,Taco Bell,Taco Bell - Hyderabad 19,Hyderabad,Telangana,500032.0,Standalone,Burger,2024-05-21,155.0,25450.79,164.2,4.0,14.0,12.0,123310.68,Wallet,Dine-in,Renovation,Franchise
OUT12652,Dunkin',Dunkin' - Patna 4,Patna,Bihar,800001.0,Food Court,Pizza,2023-01-25,127.0,23481.07,184.89,4.0,15.0,6.0,86689.11,Cash,Delivery,Closed,Company Owned
OUT12653,Mcdonald'S,McDonald's - Daman 37,Daman,Dadra And Nagar Haveli And Daman And Diu,403001.0,Standalone,Burger,2024-12-09,131.0,4384.66,33.47,4.2,16.0,3.0,97455.82,Wallet,Dine-in,Open,Company Owned
OUT12654,Kfc,KFC - Gurugram 30,Gurugram,Haryana,492001.0,Drive-Thru,Sandwich,2025-06-09,111.0,14382.09,129.57,4.2,23.0,12.0,123242.99,Cash,Takeaway,Open,Franchise
OUT12655,Taco Bell,Taco Bell - Leh 18,Leh,Ladakh,492001.0,Food Court,Coffee & Snacks,2025-11-10,175.0,24370.38,139.26,3.1,14.0,13.0,37985.49,UPI,Dine-in,Open,Franchise
OUT12656,Pizza Hut,Pizza Hut - Shimla 25,Shimla,Himachal Pradesh,793001.0,High Street,Pizza,2024-09-27,127.0,9636.83,75.88,3.2,24.0,12.0,111233.15,Card,Takeaway,Closed,Company Owned
OUT12657,Dunkin',Dunkin' - Shimla 24,Shimla,Himachal Pradesh,834001.0,High Street,Sandwich,2023-07-25,287.0,11119.64,38.74,4.0,6.0,17.0,33012.27,Wallet,Takeaway,Renovation,Franchise
OUT12658,Pizza Hut,Pizza Hut - Thiruvananthapuram 22,Thiruvananthapuram,Kerala,744101.0,High Street,Donuts,2023-03-07,161.0,26259.04,163.1,4.5,25.0,13.0,77750.73,Wallet,Drive-thru,Open,Franchise
OUT12659,Domino'S,Domino's - Thiruvananthapuram 10,Thiruvananthapuram,Kerala,403001.0,Mall,Burger,2023-11-02,133.0,24176.04,181.77,4.1,6.0,28.0,112943.73,Card,Delivery,Closed,Company Owned
OUT12660,Mcdonald'S,McDonald's - Imphal 28,Imphal,Manipur,796001.0,Standalone,Donuts,2025-03-11,88.0,31104.33,353.46,3.1,30.0,14.0,84888.16,Cash,Dine-in,Open,Franchise
OUT12661,Burger King,Burger King - Itanagar 9,Itanagar,Arunachal Pradesh,682553.0,High Street,Coffee & Snacks,2025-04-25,185.0,25551.28,138.12,3.4,12.0,6.0,87400.13,Cash,Delivery,Open,Franchise
OUT12662,Starbucks,Starbucks - Coimbatore 12,Coimbatore,Tamil Nadu,600001.0,Drive-Thru,Pizza,2024-01-05,121.0,27465.69,226.99,4.2,7.0,33.0,59869.83,Cash,Takeaway,Open,Company Owned
OUT12663,Burger King,Burger King - Lucknow 37,Lucknow,Uttar Pradesh,226001.0,High Street,Coffee & Snacks,2025-05-29,113.0,8326.61,73.69,3.2,26.0,12.0,54619.33,UPI,Takeaway,Renovation,Company Owned
OUT12664,Mcdonald'S,McDonald's - Panaji 24,Panaji,Goa,396210.0,Mall,Pizza,2024-05-28,125.0,8282.78,66.26,4.0,24.0,23.0,62158.24,UPI,Takeaway,Open,Company Owned
OUT12665,Starbucks,Starbucks - Gangtok 18,Gangtok,Sikkim,751001.0,Food Court,Tacos,2025-09-16,182.0,24252.13,133.25,4.4,24.0,5.0,89214.21,Wallet,Delivery,Open,Franchise
OUT12666,Burger King,Burger King - Shillong 31,Shillong,Meghalaya,797001.0,Drive-Thru,Tacos,2024-11-08,92.0,36642.38,398.29,4.6,29.0,12.0,51986.52,Wallet,Dine-in,Open,Company Owned
OUT12667,Burger King,Burger King - Chandigarh 5,Chandigarh,Chandigarh,793001.0,Standalone,Donuts,2025-03-17,143.0,18014.26,125.97,4.0,10.0,22.0,31072.09,Cash,Takeaway,Renovation,Franchise
OUT12668,Kfc,KFC - Lucknow 39,Lucknow,Uttar Pradesh,221001.0,Standalone,Donuts,2023-09-22,71.0,14966.17,210.79,3.9,17.0,3.0,85351.22,UPI,Drive-thru,Open,Company Owned
OUT12669,Starbucks,Starbucks - Imphal 39,Imphal,Manipur,781001.0,Drive-Thru,Burger,2025-08-15,193.0,30949.59,160.36,4.0,21.0,25.0,63561.13,Wallet,Takeaway,Open,Franchise
OUT12670,Domino'S,Domino's - Shimla 1,Shimla,Himachal Pradesh,796001.0,Standalone,Burger,2023-06-08,207.0,21778.82,105.21,4.0,23.0,15.0,117153.8,Wallet,Takeaway,Open,Company Owned
OUT12671,Mcdonald'S,McDonald's - Patna 37,Patna,Bihar,799001.0,Mall,Sandwich,2024-07-20,223.0,21284.39,95.45,4.3,11.0,5.0,85244.38,Cash,Drive-thru,Open,Company Owned
OUT12672,Kfc,KFC - Bhubaneswar 12,Bhubaneswar,Odisha,682001.0,Standalone,Burger,2024-03-13,78.0,18493.8,237.1,5.0,13.0,28.0,121123.87,Card,Drive-thru,Open,Company Owned
OUT12673,Taco Bell,Taco Bell - Mumbai 39,Mumbai,Maharashtra,400601.0,Mall,Burger,2025-07-17,134.0,15089.14,112.61,4.6,30.0,6.0,76201.14,Card,Drive-thru,Open,Company Owned
OUT12674,Pizza Hut,Pizza Hut - Shillong 18,Shillong,Meghalaya,462001.0,Drive-Thru,Fried Chicken,2025-01-20,153.0,22600.49,147.72,3.8,18.0,4.0,49018.93,Wallet,Takeaway,Open,Company Owned
OUT12675,Domino'S,Domino's - Chandigarh 26,Chandigarh,Chandigarh,797001.0,Drive-Thru,Tacos,2024-01-22,131.0,17455.7,133.25,4.6,24.0,6.0,162397.96,Cash,Dine-in,Renovation,Company Owned
OUT12676,Pizza Hut,Pizza Hut - Itanagar 18,Itanagar,Arunachal Pradesh,171001.0,Food Court,Tacos,2025-01-23,100.0,14956.04,149.56,4.6,27.0,26.0,59370.69,Card,Delivery,Open,Franchise
OUT12677,Mcdonald'S,McDonald's - Chennai 37,Chennai,Tamil Nadu,641001.0,Drive-Thru,Coffee & Snacks,2024-12-17,107.0,13763.0,128.63,3.8,14.0,24.0,115471.18,Cash,Dine-in,Open,Company Owned
OUT12678,Taco Bell,Taco Bell - Chennai 4,Chennai,Tamil Nadu,600001.0,Food Court,Tacos,2024-02-29,149.0,19437.46,130.45,4.0,6.0,21.0,66696.55,UPI,Takeaway,Open,Company Owned
OUT12679,Domino'S,Domino's - Kohima 19,Kohima,Nagaland,793001.0,Standalone,Burger,2023-01-11,115.0,20034.09,174.21,3.9,22.0,33.0,167164.02,Unknown,Drive-thru,Open,Company Owned
OUT12680,Wendy'S,Wendy's - Jammu 6,Jammu,Jammu And Kashmir,248001.0,High Street,Pizza,2025-01-07,188.0,16477.53,87.65,3.7,25.0,23.0,122064.16,Cash,Takeaway,Renovation,Company Owned
OUT12681,Domino'S,Domino's - Chennai 3,Chennai,Tamil Nadu,641001.0,Mall,Pizza,2024-12-30,131.0,10223.3,78.04,4.5,11.0,29.0,85569.08,UPI,Delivery,Open,Company Owned
OUT12682,Taco Bell,Taco Bell - Shimla 8,Shimla,Himachal Pradesh,744101.0,Standalone,Fried Chicken,2025-06-11,210.0,14338.95,68.28,4.1,4.0,5.0,113964.15,UPI,Dine-in,Open,Company Owned
OUT12683,Wendy'S,Wendy's - Bhubaneswar 6,Bhubaneswar,Odisha,744101.0,Standalone,Pizza,2024-06-05,191.0,5805.2,30.39,3.9,12.0,13.0,133216.02,Wallet,Drive-thru,Open,Company Owned
OUT12684,Mcdonald'S,McDonald's - Nashik 15,Nashik,Maharashtra,422001.0,Food Court,Coffee & Snacks,2023-11-14,218.0,14916.85,68.43,4.6,10.0,25.0,77289.54,Wallet,Dine-in,Renovation,Company Owned
OUT12685,Mcdonald'S,McDonald's - Port Blair 31,Port Blair,Andaman And Nicobar Islands,560001.0,Drive-Thru,Donuts,2023-12-27,158.0,18336.16,116.05,4.8,23.0,21.0,82341.05,UPI,Delivery,Closed,Franchise
OUT12686,Subway,Subway - Udaipur 4,Udaipur,Rajasthan,302001.0,High Street,Sandwich,2025-12-27,51.0,13107.92,257.02,3.3,15.0,26.0,81341.17,Wallet,Delivery,Open,Company Owned
OUT12687,Starbucks,Starbucks - Puducherry 24,Puducherry,Puducherry,396210.0,Mall,Coffee & Snacks,2024-08-09,207.0,37533.59,181.32,4.8,28.0,29.0,39310.66,UPI,Drive-thru,Renovation,Franchise
OUT12688,Starbucks,Starbucks - Bengaluru 37,Bengaluru,Karnataka,570001.0,High Street,Burger,2024-04-17,187.0,30396.13,162.55,3.8,8.0,7.0,72815.04,Cash,Dine-in,Renovation,Franchise
OUT12689,Kfc,KFC - Agartala 28,Agartala,Tripura,781001.0,High Street,Sandwich,2025-08-04,154.0,17715.63,115.04,4.4,19.0,2.0,113198.09,Card,Takeaway,Open,Franchise
OUT12690,Domino'S,Domino's - Coimbatore 29,Coimbatore,Tamil Nadu,641001.0,High Street,Burger,2023-04-11,131.0,25520.43,194.81,3.9,23.0,29.0,120635.56,Cash,Drive-thru,Open,Company Owned
OUT12691,Domino'S,Domino's - Gurugram 19,Gurugram,Haryana,800001.0,Mall,Coffee & Snacks,2024-10-01,121.0,10033.54,82.92,3.7,25.0,8.0,42586.41,Cash,Takeaway,Closed,Company Owned
OUT12692,Subway,Subway - Panaji 32,Panaji,Goa,403001.0,Drive-Thru,Coffee & Snacks,2025-03-29,101.0,23342.93,231.12,4.5,29.0,6.0,141252.16,Wallet,Drive-thru,Open,Company Owned
OUT12693,Domino'S,Domino's - Gangtok 15,Gangtok,Sikkim,462001.0,Mall,Sandwich,2023-04-05,41.0,12955.58,315.99,3.4,15.0,6.0,88079.37,Wallet,Delivery,Open,Franchise
OUT12694,Dunkin',Dunkin' - Panaji 18,Panaji,Goa,795001.0,Mall,Pizza,2024-06-12,115.0,24316.51,211.45,3.8,11.0,19.0,83519.07,UPI,Dine-in,Open,Company Owned
OUT12695,Starbucks,Starbucks - Vijayawada 12,Vijayawada,Andhra Pradesh,492001.0,High Street,Tacos,2024-08-01,200.0,22851.97,114.26,4.0,4.0,23.0,70901.06,UPI,Dine-in,Renovation,Company Owned
OUT12696,Pizza Hut,Pizza Hut - Faridabad 5,Faridabad,Haryana,793001.0,High Street,Sandwich,2024-06-09,107.0,17142.1,160.21,3.6,13.0,30.0,56434.02,Wallet,Delivery,Renovation,Company Owned
OUT12697,Starbucks,Starbucks - Varanasi 18,Varanasi,Uttar Pradesh,221001.0,Standalone,Sandwich,2025-07-25,175.0,25831.22,147.61,3.3,21.0,23.0,97142.5,Wallet,Dine-in,Open,Company Owned
OUT12698,Wendy'S,Wendy's - Aizawl 36,Aizawl,Mizoram,248001.0,High Street,Coffee & Snacks,2024-04-01,161.0,23624.91,146.74,4.4,8.0,4.0,84379.07,Unknown,Drive-thru,Open,Franchise
OUT12699,Domino'S,Domino's - Hyderabad 37,Hyderabad,Telangana,500001.0,Standalone,Sandwich,2023-01-27,153.0,22280.97,145.63,5.0,17.0,24.0,121061.37,Cash,Takeaway,Open,Franchise
OUT12700,Kfc,KFC - Bhubaneswar 4,Bhubaneswar,Odisha,682553.0,Food Court,Sandwich,2025-05-23,121.0,14123.79,116.73,3.7,9.0,23.0,101239.49,UPI,Takeaway,Open,Company Owned
OUT12701,Domino'S,Domino's - Pune 30,Pune,Maharashtra,411001.0,Mall,Fried Chicken,2023-07-18,161.0,10298.52,63.97,4.1,30.0,9.0,100871.58,Cash,Dine-in,Open,Company Owned
OUT12702,Taco Bell,Taco Bell - Hyderabad 14,Hyderabad,Telangana,500032.0,High Street,Burger,2023-03-21,205.0,5680.96,27.71,4.6,6.0,10.0,121075.46,UPI,Dine-in,Renovation,Company Owned
OUT12703,Taco Bell,Taco Bell - Surat 27,Surat,Gujarat,395001.0,Food Court,Pizza,2023-12-12,189.0,20537.77,108.67,3.5,29.0,21.0,142892.55,Cash,Drive-thru,Renovation,Franchise
OUT12704,Kfc,KFC - Aizawl 39,Aizawl,Mizoram,796001.0,Standalone,Tacos,2023-11-21,170.0,23047.14,135.57,4.0,22.0,27.0,133465.81,Wallet,Dine-in,Renovation,Company Owned
OUT12705,Pizza Hut,Pizza Hut - Puducherry 31,Puducherry,Puducherry,403001.0,Standalone,Tacos,2024-06-08,223.0,16083.33,72.12,3.9,29.0,17.0,124112.96,UPI,Takeaway,Closed,Franchise
OUT12706,Pizza Hut,Pizza Hut - Panaji 38,Panaji,Goa,751001.0,Standalone,Pizza,2023-01-26,136.0,11696.65,86.0,4.1,12.0,34.0,110635.63,Cash,Delivery,Open,Franchise
OUT12707,Burger King,Burger King - Srinagar 8,Srinagar,Jammu And Kashmir,799001.0,Drive-Thru,Sandwich,2025-04-08,137.0,18430.84,134.53,4.3,13.0,29.0,91391.8,UPI,Takeaway,Open,Company Owned
OUT12708,Starbucks,Starbucks - Coimbatore 10,Coimbatore,Tamil Nadu,641001.0,Mall,Burger,2023-02-20,276.0,16780.93,60.8,4.0,27.0,32.0,138169.33,Card,Delivery,Closed,Company Owned
OUT12709,Pizza Hut,Pizza Hut - Gangtok 40,Gangtok,Sikkim,781001.0,High Street,Tacos,2023-10-02,111.0,22440.62,202.17,4.0,8.0,19.0,185091.52,UPI,Delivery,Renovation,Franchise
OUT12710,Dunkin',Dunkin' - Amritsar 6,Amritsar,Punjab,141001.0,High Street,Donuts,2023-05-28,176.0,9107.2,51.75,3.7,22.0,11.0,66913.63,Card,Takeaway,Closed,Company Owned
OUT12711,Subway,Subway - Shimla 7,Shimla,Himachal Pradesh,171001.0,Standalone,Coffee & Snacks,2025-10-17,130.0,32806.55,252.36,4.7,23.0,17.0,87454.55,Wallet,Delivery,Renovation,Franchise
OUT12712,Subway,Subway - Lucknow 4,Lucknow,Uttar Pradesh,226001.0,Standalone,Coffee & Snacks,2025-03-27,141.0,26320.67,186.67,4.9,12.0,10.0,108398.26,Cash,Takeaway,Closed,Company Owned
OUT12713,Mcdonald'S,McDonald's - Daman 17,Daman,Dadra And Nagar Haveli And Daman And Diu,796001.0,Mall,Pizza,2023-04-20,186.0,12901.3,69.36,4.8,16.0,20.0,87088.43,UPI,Takeaway,Open,Franchise
OUT12714,Kfc,KFC - Patna 38,Patna,Bihar,737101.0,Standalone,Donuts,2024-05-28,130.0,20972.81,161.33,4.0,24.0,34.0,57905.78,Wallet,Delivery,Closed,Company Owned
OUT12715,Mcdonald'S,McDonald's - Kavaratti 37,Kavaratti,Lakshadweep,682001.0,High Street,Sandwich,2024-03-07,145.0,14880.65,102.63,3.9,20.0,14.0,73009.5,Wallet,Dine-in,Closed,Company Owned
OUT12716,Kfc,KFC - Daman 33,Daman,Dadra And Nagar Haveli And Daman And Diu,492001.0,Mall,Tacos,2024-01-09,228.0,30490.01,133.73,4.4,24.0,7.0,108557.45,Card,Takeaway,Open,Franchise
OUT12717,Domino'S,Domino's - Imphal 11,Imphal,Manipur,682001.0,Food Court,Donuts,2025-02-26,156.0,26540.16,170.13,3.7,11.0,24.0,124350.41,Cash,Dine-in,Renovation,Franchise
OUT12718,Taco Bell,Taco Bell - Leh 9,Leh,Ladakh,737101.0,Drive-Thru,Burger,2025-08-10,90.0,17476.17,194.18,4.4,15.0,6.0,77831.74,Card,Drive-thru,Open,Company Owned
OUT12719,Kfc,KFC - Aizawl 7,Aizawl,Mizoram,800001.0,Food Court,Pizza,2023-01-07,189.0,25020.78,132.39,4.1,18.0,6.0,112441.89,UPI,Drive-thru,Open,Company Owned
OUT12720,Dunkin',Dunkin' - Bhubaneswar 14,Bhubaneswar,Odisha,834001.0,Standalone,Tacos,2025-06-20,109.0,29098.76,266.96,4.0,4.0,3.0,118392.34,Wallet,Drive-thru,Open,Franchise
OUT12721,Starbucks,Starbucks - Indore 1,Indore,Madhya Pradesh,396210.0,High Street,Fried Chicken,2024-12-26,85.0,6634.91,78.06,4.0,12.0,32.0,80913.49,Cash,Drive-thru,Closed,Franchise
OUT12722,Taco Bell,Taco Bell - Surat 15,Surat,Gujarat,380001.0,Mall,Pizza,2024-03-02,159.0,34887.09,219.42,3.5,27.0,29.0,114586.8,Card,Takeaway,Open,Company Owned
OUT12723,Dunkin',Dunkin' - Port Blair 38,Port Blair,Andaman And Nicobar Islands,799001.0,Mall,Coffee & Snacks,2024-07-07,84.0,14036.35,167.1,3.8,25.0,34.0,157598.56,Cash,Drive-thru,Open,Franchise
OUT12724,Burger King,Burger King - Thiruvananthapuram 30,Thiruvananthapuram,Kerala,795001.0,Mall,Pizza,2023-07-13,193.0,24112.55,124.94,4.3,29.0,31.0,94110.05,Cash,Takeaway,Closed,Franchise
OUT12725,Kfc,KFC - Nagpur 7,Nagpur,Maharashtra,411001.0,Food Court,Coffee & Snacks,2023-07-07,131.0,6429.71,49.08,3.9,24.0,13.0,13665.2,Wallet,Dine-in,Closed,Company Owned
OUT12726,Subway,Subway - Gurugram 30,Gurugram,Haryana,799001.0,Standalone,Donuts,2024-02-24,155.0,2360.28,15.23,3.9,13.0,26.0,48932.88,Cash,Takeaway,Open,Franchise
OUT12727,Burger King,Burger King - Pune 17,Pune,Maharashtra,440001.0,Standalone,Donuts,2025-01-23,126.0,19800.26,157.14,4.0,6.0,34.0,82200.3,Wallet,Delivery,Open,Franchise
OUT12728,Pizza Hut,Pizza Hut - Mumbai 33,Mumbai,Maharashtra,411001.0,Mall,Burger,2023-01-24,135.0,6506.93,48.2,3.9,9.0,5.0,65284.31,Wallet,Dine-in,Open,Franchise
OUT12729,Starbucks,Starbucks - Kavaratti 9,Kavaratti,Lakshadweep,781001.0,Mall,Fried Chicken,2023-06-02,212.0,19890.84,93.82,4.4,4.0,18.0,125105.06,Cash,Drive-thru,Open,Company Owned
OUT12730,Wendy'S,Wendy's - Panaji 25,Panaji,Goa,682553.0,High Street,Tacos,2023-02-06,172.0,20440.42,118.84,4.5,20.0,22.0,72917.17,UPI,Delivery,Open,Company Owned
OUT12731,Domino'S,Domino's - Agartala 40,Agartala,Tripura,795001.0,Food Court,Tacos,2023-03-27,175.0,13179.19,75.31,3.8,21.0,18.0,79931.93,Wallet,Delivery,Open,Franchise
OUT12732,Burgerking,Burger King - Ranchi 38,Ranchi,Jharkhand,795001.0,Food Court,Sandwich,2023-05-29,139.0,25175.96,181.12,3.3,16.0,19.0,104697.21,Cash,Takeaway,Open,Company Owned
OUT12733,Kfc,KFC - Surat 25,Surat,Gujarat,395001.0,Standalone,Pizza,2023-01-12,147.0,17921.01,121.91,4.2,12.0,7.0,152011.93,UPI,Drive-thru,Closed,Franchise
OUT12734,Taco Bell,Taco Bell - Coimbatore 38,Coimbatore,Tamil Nadu,641001.0,Standalone,Coffee & Snacks,2024-07-08,229.0,33576.53,146.62,3.5,18.0,35.0,81531.65,Card,Dine-in,Open,Franchise
OUT12735,Wendy'S,Wendy's - Kolkata 18,Kolkata,West Bengal,700001.0,Standalone,Fried Chicken,2025-05-07,133.0,4383.93,32.96,4.0,17.0,20.0,124982.86,UPI,Takeaway,Open,Company Owned
OUT12736,Dunkin',Dunkin' - Bhubaneswar 19,Bhubaneswar,Odisha,171001.0,High Street,Pizza,2023-09-29,57.0,15074.66,264.47,4.1,25.0,28.0,151912.65,UPI,Delivery,Renovation,Franchise
OUT12737,Burger King,Burger King - Surat 23,Surat,Gujarat,395001.0,Standalone,Burger,2024-08-10,100.0,29264.92,292.65,3.6,23.0,10.0,112129.54,Card,Dine-in,Open,Franchise
OUT12738,Kfc,KFC - Srinagar 11,Srinagar,Jammu And Kashmir,751001.0,Mall,Coffee & Snacks,2023-12-20,188.0,11952.66,63.58,3.4,11.0,2.0,112538.39,Wallet,Delivery,Open,Company Owned
OUT12739,Kfc,KFC - Udaipur 5,Udaipur,Rajasthan,302001.0,Drive-Thru,Coffee & Snacks,2024-02-06,131.0,21934.68,167.44,3.6,8.0,10.0,93738.35,UPI,Takeaway,Closed,Company Owned
OUT12740,Kfc,KFC - Visakhapatnam 28,Visakhapatnam,Andhra Pradesh,248001.0,Standalone,Sandwich,2025-02-15,161.0,18039.53,112.05,4.8,20.0,22.0,12000.0,Wallet,Drive-thru,Open,Company Owned
OUT12741,Wendy'S,Wendy's - Coimbatore 39,Coimbatore,Tamil Nadu,641001.0,Standalone,Sandwich,2025-11-12,111.0,17087.33,153.94,4.9,8.0,28.0,55356.56,UPI,Drive-thru,Open,Company Owned
OUT12742,Subway,Subway - Indore 22,Indore,Madhya Pradesh,796001.0,Food Court,Burger,2023-01-09,175.0,20236.71,115.64,4.4,12.0,11.0,117172.78,UPI,Dine-in,Renovation,Company Owned
OUT12743,Subway,Subway - Kochi 16,Kochi,Kerala,248001.0,Mall,Tacos,2025-06-16,170.0,17955.97,105.62,4.0,28.0,25.0,123663.49,Card,Delivery,Open,Company Owned
OUT12744,Pizza Hut,Pizza Hut - Bhubaneswar 19,Bhubaneswar,Odisha,171001.0,Standalone,Fried Chicken,2023-04-05,201.0,15275.79,76.0,4.2,23.0,25.0,66660.85,Card,Drive-thru,Closed,Company Owned
OUT12745,Starbucks,Starbucks - Itanagar 25,Itanagar,Arunachal Pradesh,751001.0,High Street,Coffee & Snacks,2024-08-06,205.0,7537.26,36.77,4.7,18.0,22.0,92428.26,Wallet,Takeaway,Open,Franchise
OUT12746,Dunkin',Dunkin' - Aizawl 18,Aizawl,Mizoram,799001.0,Food Court,Coffee & Snacks,2025-02-05,234.0,24097.96,102.98,3.7,23.0,16.0,72418.42,Card,Drive-thru,Renovation,Franchise
OUT12747,Domino'S,Domino's - Daman 7,Daman,Dadra And Nagar Haveli And Daman And Diu,795001.0,Standalone,Fried Chicken,2023-01-26,169.0,30091.89,178.06,3.9,8.0,18.0,46007.04,Cash,Dine-in,Open,Company Owned
OUT12748,Dunkin',Dunkin' - Dehradun 17,Dehradun,Uttarakhand,797001.0,Drive-Thru,Fried Chicken,2025-04-15,116.0,26425.25,227.8,4.0,24.0,5.0,71306.44,Wallet,Drive-thru,Renovation,Company Owned
OUT12749,Mcdonald'S,McDonald's - Chandigarh 34,Chandigarh,Chandigarh,682553.0,Food Court,Fried Chicken,2023-04-23,52.0,1952.93,37.56,3.9,9.0,17.0,109529.4,Cash,Takeaway,Renovation,Franchise
OUT12750,Subway,Subway - Srinagar 1,Srinagar,Jammu And Kashmir,403001.0,Standalone,Coffee & Snacks,2023-02-10,150.0,18237.05,121.58,4.6,12.0,30.0,75816.45,Card,Delivery,Open,Franchise
